Gene_id	{KEGG}	{SwissProt}	{IPR}	{GO}
Belnapia_sp.F-4-1GL004500	{K06923  K06923  --  --  Unclassified; Poorly Characterized; General function prediction only}	{NA}	{IPR003593; AAA+ ATPase domain  IPR008533; Domain of unknown function DUF815}	{GO:0000166; nucleotide binding; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function}
Belnapia_sp.F-4-1GL004501	{K01875  SARS, serS  seryl-tRNA synthetase  6.1.1.11  Metabolism; Amino Acid Metabolism; Amino acid related enzymes [BR:ko01007] Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis [PATH:ko00970]}	{SYS_GRABC Serine--tRNA ligase OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) GN=serS PE=3 SV=1}	{IPR002314; Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain  IPR002317; Seryl-tRNA synthetase, class IIa  IPR006195; Aminoacyl-tRNA synthetase, class II  IPR010978; tRNA-binding arm  IPR015866; Seryl-tRNA synthetase, class IIa, N-terminal}	{GO:0000166; nucleotide binding; Molecular Function  GO:0004812; aminoacyl-tRNA ligase activity; Molecular Function  GO:0004828; serine-tRNA ligase activity; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0005737; cytoplasm; Cellular Component  GO:0006418; tRNA aminoacylation for protein translation; Biological Process  GO:0006434; seryl-tRNA aminoacylation; Biological Process}
Belnapia_sp.F-4-1GL004502	{K03118  tatC  sec-independent protein translocase protein TatC  --  Genetic Information Processing; Folding, Sorting and Degradation; Protein export [PATH:ko03060] Environmental Information Processing; Membrane Transport; Bacterial secretion system [PATH:ko03070] Environmental Information Processing; Membrane Transport; Secretion system [BR:ko02044]}	{TATC_MAGSM Sec-independent protein translocase protein TatC OS=Magnetococcus sp. (strain MC-1) GN=tatC PE=3 SV=1}	{IPR002033; Sec-independent periplasmic protein translocase TatC  IPR019822; Sec-independent protein translocase TatC, bacterial-type}	{NA}
Belnapia_sp.F-4-1GL004503	{K03117  tatB  sec-independent protein translocase protein TatB  --  Genetic Information Processing; Folding, Sorting and Degradation; Protein export [PATH:ko03060] Environmental Information Processing; Membrane Transport; Bacterial secretion system [PATH:ko03070] Environmental Information Processing; Membrane Transport; Secretion system [BR:ko02044]}	{TATB_GRABC Sec-independent protein translocase protein TatB OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) GN=tatB PE=3 SV=1}	{IPR003369; Twin-arginine translocation protein TatA/B/E  IPR003998; Twin-arginine translocation protein TatB-like  IPR018448; Twin-arginine translocation protein TatB}	{GO:0008565; protein transporter activity; Molecular Function  GO:0009306; protein secretion; Biological Process  GO:0015031; protein transport; Biological Process  GO:0016020; membrane; Cellular Component  GO:0043953; protein transport by the Tat complex; Biological Process}
Belnapia_sp.F-4-1GL004504	{K02010  afuC, fbpC  iron(III) transport system ATP-binding protein  3.6.3.30  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{POTA_SALPA Spermidine/putrescine import ATP-binding protein PotA OS=Salmonella paratyphi A (strain ATCC 9150 / SARB42) GN=potA PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR008995; Molybdate/tungstate binding  IPR013611; Transport-associated OB, type 2  IPR017871; ABC transporter, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005215; transporter activity; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0006810; transport; Biological Process  GO:0016820; hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; Molecular Function  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function  GO:0043190; ATP-binding cassette (ABC) transporter complex; Cellular Component}
Belnapia_sp.F-4-1GL004505	{K06024  scpB  segregation and condensation protein B  --  Genetic Information Processing; Replication and Repair; Chromosome [BR:ko03036]}	{SCPB_SYMTH Segregation and condensation protein B OS=Symbiobacterium thermophilum GN=scpB PE=3 SV=1}	{IPR005234; Chromosome segregation/condensation protein ScpB, prokaryote  IPR011991; Winged helix-turn-helix transcription repressor DNA-binding}	{GO:0051304; chromosome separation; Biological Process}
Belnapia_sp.F-4-1GL004506	{K05896  scpA  segregation and condensation protein A  --  Genetic Information Processing; Replication and Repair; Chromosome [BR:ko03036]}	{NA}	{IPR003768; Prokaryotic chromosome segregation/condensation protein ScpA}	{NA}
Belnapia_sp.F-4-1GL004507	{K01417  E3.4.24.-  --  --  Unclassified; Metabolism; Others}	{YWHC_BACSU Putative zinc metalloprotease ywhC OS=Bacillus subtilis (strain 168) GN=ywhC PE=3 SV=1}	{IPR008915; Peptidase M50}	{GO:0004222; metalloendopeptidase activity; Molecular Function  GO:0006508; proteolysis; Biological Process}
Belnapia_sp.F-4-1GL004508	{K01207  E3.2.1.52, nagZ  beta-N-acetylhexosaminidase  3.2.1.52  Metabolism; Carbohydrate Metabolism; Amino sugar and nucleotide sugar metabolism [PATH:ko00520]}	{NAGZ_ALHEH Beta-hexosaminidase OS=Alkalilimnicola ehrlichei (strain MLHE-1) GN=nagZ PE=3 SV=1}	{IPR001764; Glycoside hydrolase, family 3, N-terminal  IPR017853; Glycoside hydrolase, superfamily}	{GO:0004553; hydrolase activity, hydrolyzing O-glycosyl compounds; Molecular Function  GO:0005975; carbohydrate metabolic process; Biological Process}
Belnapia_sp.F-4-1GL004509	{NA}	{NA}	{IPR007730; Sporulation-related domain}	{NA}
Belnapia_sp.F-4-1GL004510	{K01887  RARS, argS  arginyl-tRNA synthetase  6.1.1.19  Metabolism; Amino Acid Metabolism; Amino acid related enzymes [BR:ko01007] Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis [PATH:ko00970]}	{SYR_GLUOX Arginine--tRNA ligase OS=Gluconobacter oxydans (strain 621H) GN=argS PE=3 SV=1}	{IPR001278; Arginyl-tRNA synthetase, class Ia  IPR001412; Aminoacyl-tRNA synthetase, class I, conserved site  IPR005148; Arginyl tRNA synthetase N-terminal domain  IPR008909; DALR anticodon binding  IPR009080; Aminoacyl-tRNA synthetase, class 1a, anticodon-binding  IPR014729; Rossmann-like alpha/beta/alpha sandwich fold  IPR015945; Arginyl-tRNA synthetase, class Ia, core}	{GO:0000166; nucleotide binding; Molecular Function  GO:0004812; aminoacyl-tRNA ligase activity; Molecular Function  GO:0004814; arginine-tRNA ligase activity; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0005737; cytoplasm; Cellular Component  GO:0006418; tRNA aminoacylation for protein translation; Biological Process  GO:0006420; arginyl-tRNA aminoacylation; Biological Process}
Belnapia_sp.F-4-1GL004511	{K01129  dgt  dGTPase  3.1.5.1  Metabolism; Nucleotide Metabolism; Purine metabolism [PATH:ko00230]}	{DGTL1_PARL1 Deoxyguanosinetriphosphate triphosphohydrolase-like protein OS=Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966) GN=Plav_3021 PE=3 SV=1}	{IPR003607; Metal-dependent phosphohydrolase, HD domain  IPR006261; Deoxyguanosinetriphosphate triphosphohydrolase  IPR006674; Metal-dependent phosphohydrolase, HD subdomain  IPR023023; Deoxyguanosinetriphosphate triphosphohydrolase, type 2  IPR023279; HD domain  IPR023293; Deoxyguanosinetriphosphate triphosphohydrolase, central domain}	{GO:0000287; magnesium ion binding; Molecular Function  GO:0003824; catalytic activity; Molecular Function  GO:0008081; phosphoric diester hydrolase activity; Molecular Function  GO:0008832; dGTPase activity; Molecular Function  GO:0046039; GTP metabolic process; Biological Process  GO:0046872; metal ion binding; Molecular Function}
Belnapia_sp.F-4-1GL004512	{K13628  iscA  iron-sulfur cluster assembly protein  --  Unclassified; Metabolism; Energy metabolism}	{ERPA_STRMK Iron--sulfur cluster insertion protein ErpA OS=Stenotrophomonas maltophilia (strain K279a) GN=erpA PE=3 SV=1}	{IPR000361; FeS cluster biogenesis  IPR016092; FeS cluster insertion  IPR017870; FeS cluster insertion, C-terminal, conserved site}	{GO:0005198; structural molecule activity; Molecular Function  GO:0016226; iron-sulfur cluster assembly; Biological Process  GO:0051536; iron-sulfur cluster binding; Molecular Function}
Belnapia_sp.F-4-1GL004513	{K01142  E3.1.11.2, xthA  exodeoxyribonuclease III  3.1.11.2  Genetic Information Processing; Replication and Repair; Base excision repair [PATH:ko03410] Genetic Information Processing; Replication and Repair; DNA repair and recombination proteins [BR:ko03400]}	{NA}	{IPR004808; Exodeoxyribonuclease III xth  IPR005135; Endonuclease/exonuclease/phosphatase  IPR020847; AP endonuclease, family 1, binding site  IPR020848; AP endonuclease, family 1, conserved site}	{GO:0003677; DNA binding; Molecular Function  GO:0004518; nuclease activity; Molecular Function  GO:0004519; endonuclease activity; Molecular Function  GO:0005622; intracellular; Cellular Component  GO:0006281; DNA repair; Biological Process}
Belnapia_sp.F-4-1GL004514	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004515	{K01687  ilvD  dihydroxy-acid dehydratase  4.2.1.9  Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine biosynthesis [PATH:ko00290] Metabolism; Metabolism of Cofactors and Vitamins; Pantothenate and CoA biosynthesis [PATH:ko00770]}	{ILVD_PARL1 Dihydroxy-acid dehydratase OS=Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966) GN=ilvD PE=3 SV=1}	{IPR000581; Dihydroxy-acid/6-phosphogluconate dehydratase  IPR004404; Dihydroxy-acid dehydratase  IPR015928; Aconitase/3-isopropylmalate dehydratase, swivel  IPR020558; Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site}	{GO:0003824; catalytic activity; Molecular Function  GO:0004160; dihydroxy-acid dehydratase activity; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0009082; branched chain family amino acid biosynthetic process; Biological Process}
Belnapia_sp.F-4-1GL004516	{NA}	{NA}	{IPR018719; Protein of unknown function DUF2243, membrane}	{NA}
Belnapia_sp.F-4-1GL004517	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004518	{K01873  VARS, valS  valyl-tRNA synthetase  6.1.1.9  Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine biosynthesis [PATH:ko00290] Metabolism; Amino Acid Metabolism; Amino acid related enzymes [BR:ko01007] Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis [PATH:ko00970]}	{SYV_GRABC Valine--tRNA ligase OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) GN=valS PE=3 SV=1}	{IPR001412; Aminoacyl-tRNA synthetase, class I, conserved site  IPR002300; Aminoacyl-tRNA synthetase, class Ia  IPR002303; Valyl-tRNA synthetase  IPR009008; Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing domain  IPR009080; Aminoacyl-tRNA synthetase, class 1a, anticodon-binding  IPR010978; tRNA-binding arm  IPR013155; Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding  IPR014729; Rossmann-like alpha/beta/alpha sandwich fold  IPR019499; Valyl-tRNA synthetase, class Ia, tRNA-binding arm}	{GO:0000166; nucleotide binding; Molecular Function  GO:0004812; aminoacyl-tRNA ligase activity; Molecular Function  GO:0004832; valine-tRNA ligase activity; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0005737; cytoplasm; Cellular Component  GO:0006418; tRNA aminoacylation for protein translation; Biological Process  GO:0006438; valyl-tRNA aminoacylation; Biological Process}
Belnapia_sp.F-4-1GL004519	{K09991  K09991  hypothetical protein  --  Unclassified; Poorly Characterized; Function unknown}	{NA}	{IPR019632; Protein of unknown function DUF2497}	{NA}
Belnapia_sp.F-4-1GL004520	{K12340  tolC  outer membrane channel protein TolC  --  Environmental Information Processing; Membrane Transport; Bacterial secretion system [PATH:ko03070] Environmental Information Processing; Membrane Transport; Secretion system [BR:ko02044] Human Diseases; Infectious Diseases; Pertussis [PATH:ko05133]}	{NA}	{IPR003423; Outer membrane efflux protein  IPR010130; Type I secretion outer membrane protein, TolC}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0015031; protein transport; Biological Process  GO:0019867; outer membrane; Cellular Component}
Belnapia_sp.F-4-1GL004521	{K00573  E2.1.1.77, pcm  protein-L-isoaspartate(D-aspartate) O-methyltransferase  2.1.1.77  Unclassified; Genetic Information Processing; Protein folding and associated processing}	{PIMT_METEP Protein-L-isoaspartate O-methyltransferase OS=Methylobacterium extorquens (strain PA1) GN=pcm PE=3 SV=1}	{IPR000682; Protein-L-isoaspartate(D-aspartate) O-methyltransferase}	{GO:0004719; protein-L-isoaspartate (D-aspartate) O-methyltransferase activity; Molecular Function  GO:0006464; protein modification process; Biological Process}
Belnapia_sp.F-4-1GL004522	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004523	{NA}	{NA}	{IPR025597; Protein of unknown function DUF4345}	{NA}
Belnapia_sp.F-4-1GL004524	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL004525	{K01426  E3.5.1.4, amiE  amidase  3.5.1.4  Metabolism; Amino Acid Metabolism; Arginine and proline metabolism [PATH:ko00330] Metabolism; Amino Acid Metabolism; Phenylalanine metabolism [PATH:ko00360] Metabolism; Amino Acid Metabolism; Tryptophan metabolism [PATH:ko00380] Metabolism; Metabolism of Other Amino Acids; Cyanoamino acid metabolism [PATH:ko00460] Metabolism; Xenobiotics Biodegradation and Metabolism; Aminobenzoate degradation [PATH:ko00627] Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation [PATH:ko00643]}	{AMID_PSECL Amidase OS=Pseudomonas chlororaphis PE=1 SV=3}	{IPR000120; Amidase  IPR020556; Amidase, conserved site  IPR023631; Amidase signature domain}	{GO:0016884; carbon-nitrogen ligase activity, with glutamine as amido-N-donor; Molecular Function}
Belnapia_sp.F-4-1GL004526	{K06162  phnM  PhnM protein  --  Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism}	{NA}	{IPR011059; Metal-dependent hydrolase, composite domain}	{GO:0016810; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; Molecular Function}
Belnapia_sp.F-4-1GL004527	{K02043  phnF  GntR family transcriptional regulator, phosphonate transport system regulatory protein  --  Genetic Information Processing; Transcription; Transcription factors [BR:ko03000]}	{Y6150_RHIME Uncharacterized HTH-type transcriptional regulator RB1450 OS=Rhizobium meliloti (strain 1021) GN=RB1450 PE=4 SV=3}	{IPR000524; Transcription regulator HTH, GntR  IPR011663; UbiC transcription regulator-associated  IPR011991; Winged helix-turn-helix transcription repressor DNA-binding  IPR012702; Phosphonate C-P lyase system, transcriptional regulator PhnF}	{GO:0003677; DNA binding; Molecular Function  GO:0003700; sequence-specific DNA binding transcription factor activity; Molecular Function  GO:0005622; intracellular; Cellular Component  GO:0006355; regulation of transcription, DNA-dependent; Biological Process}
Belnapia_sp.F-4-1GL004528	{K06166  phnG  PhnG protein  --  Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism}	{PHNG_RHIME Protein phnG OS=Rhizobium meliloti (strain 1021) GN=phnG PE=3 SV=2}	{IPR009609; Phosphonate metabolism PhnG}	{GO:0015716; organic phosphonate transport; Biological Process  GO:0019634; organic phosphonate metabolic process; Biological Process}
Belnapia_sp.F-4-1GL004529	{K06165  phnH  PhnH protein  --  Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism}	{PHNH_RHIME Protein phnH OS=Rhizobium meliloti (strain 1021) GN=phnH PE=3 SV=1}	{IPR008772; Bacterial phosphonate metabolism}	{GO:0015716; organic phosphonate transport; Biological Process}
Belnapia_sp.F-4-1GL004530	{K06164  phnI  PhnI protein  --  Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism}	{PHNI_RHIME Protein phnI OS=Rhizobium meliloti (strain 1021) GN=phnI PE=3 SV=1}	{IPR008773; Phosphonate metabolism protein PhnI}	{GO:0019634; organic phosphonate metabolic process; Biological Process}
Belnapia_sp.F-4-1GL004531	{K06163  phnJ  PhnJ protein  --  Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism}	{PHNJ_ECOLI Protein phnJ OS=Escherichia coli (strain K12) GN=phnJ PE=3 SV=2}	{IPR010306; Phosphonate metabolism PhnJ}	{GO:0042916; alkylphosphonate transport; Biological Process}
Belnapia_sp.F-4-1GL004532	{K05781  phnK  putative phosphonate transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{PHNK_ECOLI Phosphonates transport ATP-binding protein PhnK OS=Escherichia coli (strain K12) GN=phnK PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR012700; Phosphonate C-P lyase system, PhnK  IPR013563; Oligopeptide/dipeptide ABC transporter, C-terminal  IPR017871; ABC transporter, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0015833; peptide transport; Biological Process  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function}
Belnapia_sp.F-4-1GL004533	{K05780  phnL  putative phosphonate transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{PHNL_ECOLI Phosphonates transport ATP-binding protein PhnL OS=Escherichia coli (strain K12) GN=phnL PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR012701; Phosphonate C-P lyase system, PhnL  IPR017871; ABC transporter, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function}
